Token	Score
tnership	114.5999
yi 	114.3599
nquere	114.3599
xford u	114.1199
lge	113.8799
hways 	113.7599
nwhile	113.7599
nhibit	113.7599
bdivisions	113.7599
oxylic aci	113.7599
ufacturi	113.7599
uftwaffe 	113.6399
eze	113.3999
nwards 	113.3999
bje	113.1599
cds 	113.0399
oxy 	113.0399
tball pl	112.9199
gfield 	112.6799
yrus 	112.6799
np 	112.6799
nwall	112.6799
hwarzenegg	112.6799
mwell 	112.5599
zzle	112.3199
bd	112.3199
xchan	112.1999
uxembour	112.0799
hnic gro	112.0799
lhi 	111.9599
ydn 	111.9599
xhibit 	111.9599
tford 	111.9599
dging 	111.9599
pdf file 	111.7199
uve	111.7199
tts and ne	111.5999
sappearanc	111.5999
erpreted a	111.5999
membrane p	111.5999
ed he was 	111.5999
yre 	111.5999
mly 	111.5999
rque	111.5999
cquired th	111.5999
tning 	111.3599
bn one	111.3599
mful 	111.2399
zzo 	111.2399
dj 	111.2399
nba	110.9999
wboy 	110.7599
wyer and 	110.7599
hdraw	110.7599
njury 	110.7599
fc	110.5199
xhibiti	110.5199
hniques 	110.3999
bmitted 	110.3999
xwell s 	110.3999
fc east 	110.3999
lgori	110.2799
wulf 	110.2799
kled 	110.2799
nwich 	110.1599
pg	110.1599
 qaeda 	109.7999
nm 	109.7999
xu	109.7999
ydroelect	109.7999
yfriend 	109.5599
yberneti	109.5599
dwin	109.4399
btle 	109.3199
tnamese	109.0799
xclude	108.9599
wfoundlan	108.8399
dherents	108.7199
xodus 	108.3599
jpeg 	108.3599
sgow 	108.3599
dzilla	108.3599
lgarian	108.3599
aaron	108.3599
jimmy cart	108.3599
gby player	108.3599
lhu mythos	108.3599
npower 	108.3599
gwh two ze	108.3599
mns 	107.9999
dver	107.9999
wd	107.8799
xhibitio	107.8799
aquinas 	107.8799
hnica	107.8799
xcept for	107.8799
tnesses 	107.8799
wyatt 	107.7599
krishna	107.6399
cquire 	107.6399
jihad	107.3999
zx spectru	107.2799
dwig	107.2799
klin d roo	107.2799
gby union 	107.2799
dwig von m	107.2799
kyrgyzst	107.0399
btedly 	106.9199
klore	106.9199
vla	106.9199
gdom of	106.9199
dth of 	106.9199
yboar	106.9199
njo	106.6799
cgill 	106.5599
tfield	106.5599
nherit	106.5599
xclusi	106.5599
an peninsu	106.1999
rtheastern	106.1999
st with th	106.1999
stance of 	106.1999
e programm	106.1999
roblematic	106.1999
eronautics	106.1999
 seemingly	106.1999
eb server 	106.1999
 brandenbu	106.1999
ins one ni	106.1999
lry betwee	106.1999
bcontinent	106.1999
pyright in	106.1999
ybernetics	106.1999
tful works	106.1999
oqu	105.9599
aqu	105.9599
qquad qqu	105.9599
jimi hend	105.9599
zymes	105.9599
kyrgyzsta	105.9599
pzig 	105.4799
xle	105.4799
yber	105.4799
tnam wa	105.4799
cdot	105.1199
bgroup of 	105.1199
hbishop of	105.1199
dhidharma	104.9999
dquarte	104.7599
fspring 	104.5199
df file 	104.5199
tvia	104.3999
cz	104.2799
nwood 	104.1599
fgang 	104.1599
mfort 	104.1599
pneumonia 	104.0399
nbow 	104.0399
dhist	104.0399
yhound 	104.0399
njugation	104.0399
fc east on	104.0399
xceptions 	104.0399
nwa	103.7999
hnicity 	103.6799
tdown	103.5599
bviou	103.5599
yugos	103.5599
tz and 	103.3199
hne	103.3199
kground	103.3199
xford eng	103.0799
nward	103.0799
ywood	103.0799
dvertisem	103.0799
kyoto 	102.9599
njoy	102.9599
ufactured 	102.9599
xwell s eq	102.9599
dp growth 	102.9599
hbf mathbf	102.9599
jpg the 	102.8399
ydraulic	102.8399
nham 	102.5999
q is 	102.5999
ybrid	102.5999
qquad 	102.3599
kle 	102.2399
mri 	102.2399
gful 	102.1199
ztec 	102.1199
xylic aci	102.1199
bn one ei	102.1199
xchange f	102.1199
ujiwara 	101.9999
bviously	101.9999
bharata 	101.9999
vd release	101.8799
klahoma	101.8799
kruptcy	101.8799
ozone 	101.7599
q the	101.6399
xcep	101.5199
sda	101.3999
vyweight 	101.1599
nbaum 	101.1599
yway 	101.1599
uously	101.1599
hjong	101.1599
wlin	101.1599
urkmenista	100.7999
no attempt	100.7999
belian gro	100.7999
lindrical 	100.7999
nsuring th	100.7999
y working 	100.7999
c s lewis 	100.7999
cftu icrm 	100.7999
yugoslav r	100.7999
mccarthy s	100.7999
wland	100.6799
ufman 	100.5599
nhardt	100.5599
zsche s 	100.3199
kkadian 	100.3199
hful 	100.1999
fstadter 	100.1999
gwh one n	100.1999
xcommunic	100.1999
rzenegger	100.1999
iji 	100.0799
fghani	99.9599
zle	99.9599
dfathe	99.9599
wton s	99.9599
nwealt	99.9599
sden 	99.7199
tbook	99.7199
aac 	99.7199
wb	99.7199
dp one 	99.7199
gmati	99.7199
cquaintanc	99.7199
ox mbox mb	99.7199
djectives 	99.7199
ydrogen pe	99.7199
lrich 	99.3599
vulnerabi	99.2399
aquitaine	99.2399
mf	99.1199
aqi 	98.9999
nquiry 	98.9999
bgroup 	98.9999
ktop	98.9999
pdated 	98.9999
dwell 	98.7599
nzyme 	98.7599
xcess 	98.7599
tze	98.7599
krypto	98.7599
bdication 	98.6399
cmillan 	98.6399
fc west 	98.6399
czec	98.6399
kground 	98.6399
xylic acid	98.6399
njugation 	98.6399
ywhere in 	98.6399
bculture 	98.2799
aoke 	98.2799
zza 	98.2799
kto	98.2799
gby leagu	98.2799
bdominal 	98.2799
zwingli	98.2799
cqui	98.2799
dwelling 	98.2799
xcluding 	98.2799
cquisit	98.2799
yiel	97.9199
kling	97.7999
rxism 	97.5599
uji	97.5599
ybo	97.5599
fspring	97.5599
xualit	97.5599
hsonian in	97.5599
btained by	97.5599
wt ships b	97.5599
gdom o	97.5599
gway 	97.3199
nbe	97.3199
gwriter o	97.3199
wth rate 	97.3199
zbekistan	97.3199
aquarium 	97.3199
yberspace	97.3199
tgart 	96.9599
q one 	96.9599
xophone 	96.9599
nze age	96.8399
q s	96.5999
hwe	96.5999
kka 	96.4799
bda calcul	96.4799
yberspace 	96.4799
pyright la	96.4799
dhcp 	96.3599
gdp per c	96.3599
yrgyzstan	96.3599
fshore 	96.1199
mcc	96.1199
ybe	96.1199
pyri	96.1199
yboards 	96.1199
yzant	95.8799
kdown 	95.7599
krit	95.7599
 taught th	95.3999
hievement 	95.3999
boxer one 	95.3999
ror correc	95.3999
diphthong 	95.3999
q s 	95.3999
xcess of 	95.3999
cquiring 	95.3999
xually 	95.3999
klands 	95.3999
tners	95.3999
dway	95.3999
xyge	95.3999
pngimage m	95.3999
ydrophobic	95.3999
nquered by	95.3999
xhibition 	95.3999
aquitaine 	95.3999
ozens of 	95.3999
dhisattva	95.3999
pcoming 	95.2799
gdom and	95.2799
ydrocarb	95.2799
gth of	95.1599
wto	94.9199
mcised 	94.6799
bms 	94.6799
cb 	94.6799
gby 	94.6799
uxiliar	94.6799
hbouring 	94.4399
lgian	94.4399
ejected t	94.4399
fc centr	94.4399
kyoto pr	94.4399
djustmen	94.4399
hdrew from	94.3199
mnesty int	94.3199
xfor	94.3199
oxy	94.1999
kru	94.1999
hstan 	93.9599
gwa	93.9599
lroad	93.9599
xonomy 	93.9599
nhatta	93.9599
btaine	93.9599
ufactu	93.9599
lwaukee	93.9599
wke	93.7199
cdowell 	93.5999
ox t	93.5999
yberspac	93.5999
ox churc	93.5999
bn ze	93.4799
zzard	93.4799
cqu	93.4799
hnique	93.3599
tnesse	93.3599
dgar allan	93.2399
gdp purcha	93.2399
gdp compos	93.2399
wboy	93.2399
yden 	92.9999
kker 	92.9999
bway 	92.9999
lhelm	92.9999
nqui	92.8799
hcoming 	92.7599
vre	92.7599
dhidharm	92.7599
lry	92.5199
lgi	92.5199
xua	92.5199
nhanc	92.5199
jimmy car	92.5199
yra	92.2799
bwv eight 	92.1599
xual behav	92.1599
uvian 	92.1599
gda sk	92.1599
dhis	92.1599
xceptional	92.1599
pful 	92.0399
mne	92.0399
dwarf	92.0399
dhism	92.0399
uha	92.0399
nqueror 	91.9199
wyoming 	91.9199
bdivisio	91.9199
pythagor	91.9199
nhanced	91.7999
nhof 	91.5599
gt 	91.5599
lgae 	91.5599
lne	91.5599
cqueline 	91.5599
pg image 	91.5599
bdivided 	91.5599
mnemonic 	91.5599
fc centra	91.5599
nzi	91.3199
db ifad if	91.0799
yze the 	91.0799
kbar 	91.0799
hchev	91.0799
q and	91.0799
kwa	91.0799
tball team	91.0799
dwig van b	91.0799
czechos	91.0799
mnesty 	91.0799
kwh one ni	91.0799
cquired by	91.0799
ejecte	90.9599
sday	90.7199
mnon 	90.5999
aac newto	90.5999
wboy bebo	90.5999
jim henso	90.5999
nquished 	90.5999
rxist	90.5999
pyright i	90.5999
gda sk 	90.3599
njuries	90.3599
nw	90.2399
lwaukee 	90.2399
cquisiti	90.2399
pying	90.1199
unprotecte	89.9999
tstrapping	89.9999
l combusti	89.9999
y religiou	89.9999
s molecula	89.9999
leum produ	89.9999
ng during 	89.9999
ql server 	89.9999
ydropower 	89.9999
eject 	89.7599
xcess	89.6399
hwes	89.6399
dherent	89.6399
dherence 	89.6399
klin d ro	89.6399
xchange r	89.6399
vulgate 	89.3999
aquatic 	89.3999
uftwaffe	89.3999
wycliffe	89.3999
mcdonald	89.3999
kland is	89.3999
fset 	89.1599
vg 	89.1599
xcelle	89.1599
djecti	89.1599
hwater 	88.9199
dvised 	88.9199
wv six 	88.9199
gps receiv	88.9199
kropotkin 	88.9199
pyright ho	88.9199
dvertently	88.9199
pdf format	88.9199
zsche	88.6799
dford	88.6799
ydney	88.6799
jibullah 	88.6799
sdiction 	88.6799
tzsche s 	88.6799
njecture 	88.6799
bmarines 	88.6799
dvert	88.6799
q the 	88.5599
ywhere i	88.5599
bwv five	88.5599
dheren	88.5599
zza	88.4399
npeace 	88.1999
uvre 	88.1999
sgroup 	88.1999
zkrieg 	88.1999
czech r	88.1999
ejection o	87.8399
ejected th	87.8399
gby league	87.8399
cdot 	87.7199
gprs 	87.7199
oquially 	87.7199
djoining 	87.7199
xhibi	87.7199
nzyme	87.7199
ydroelec	87.7199
wly	87.7199
tfiel	87.7199
tzerland	87.7199
kmenistan	87.7199
xual orie	87.7199
pmid one 	87.7199
bmitted	87.4799
dvent o	87.4799
yists 	87.3599
bpage 	87.3599
ihood 	87.3599
wful 	87.2399
nhard	87.2399
uver	87.1199
dho	86.9999
pythagorea	86.7599
xxonmobil 	86.7599
hbisho	86.7599
nhower	86.7599
aquinas	86.7599
bmarin	86.7599
btained a	86.7599
pyramids 	86.7599
tzer priz	86.7599
cftu icrm	86.7599
zhaozhou 	86.7599
bhagavad g	86.7599
ozone laye	86.7599
mlin	86.3999
mway 	86.2799
tney 	86.2799
hstan	86.2799
yze	86.2799
nma	86.2799
lgari	86.2799
gwrit	86.2799
dvisor	86.1599
q zero 	86.0399
hquake 	86.0399
bhutan 	86.0399
dgwood 	86.0399
pga 	86.0399
pments 	86.0399
kbit s 	86.0399
zur	86.0399
iji	86.0399
dvocacy 	86.0399
ejec	86.0399
jr americ	85.7999
njection 	85.7999
kthrough 	85.7999
btain the 	85.6799
tzmiller v	85.6799
bdivided i	85.6799
bn three f	85.6799
ejorative 	85.6799
ydrogen an	85.6799
dwest 	85.5599
nji	85.5599
uzz	85.5599
pg the 	85.3199
npowder	85.3199
oxic 	85.3199
ijan	85.3199
tzer 	85.3199
jibouti	85.3199
tzmann 	85.3199
tzkrieg 	85.1999
gby unio	85.1999
kyo	85.0799
wyers 	84.9599
xvi 	84.9599
oxin	84.9599
cd r	84.9599
xyl group	84.8399
bdu l bah	84.8399
dvancing 	84.8399
xwell s e	84.8399
surprise t	84.5999
ed researc	84.5999
osophy and	84.5999
ap between	84.5999
cipating i	84.5999
ir force o	84.5999
um number 	84.5999
oquois 	84.5999
zhenitsyn 	84.5999
gwh one ni	84.5999
cdonald s 	84.5999
uorescent 	84.5999
ybuilding 	84.5999
cpu	84.5999
mnants 	84.5999
oximity to	84.5999
dvocates o	84.5999
njuries 	84.3599
uxury 	84.3599
wford 	84.3599
wledg	84.3599
wboys	84.3599
dhood	84.3599
hquake	84.3599
wv five 	84.3599
bwv anh 	84.3599
mccar	84.3599
pyrami	84.3599
fgha	84.2399
kville 	83.8799
nhl 	83.8799
sri 	83.8799
q in	83.8799
zzly bear	83.8799
bdicated 	83.8799
njuncti	83.8799
ywright	83.8799
djibout	83.8799
zures 	83.7599
klaus 	83.7599
xcepti	83.7599
kti	83.6399
pyrighted 	83.5199
fc champio	83.5199
cgraw hill	83.5199
hnically	83.5199
bn one f	83.5199
rzegovin	83.5199
oza	83.3999
hno	83.3999
pyrus 	83.1599
lhu 	83.1599
uo 	83.1599
mcg	83.1599
wpoint 	83.1599
bnormal	83.1599
fdom 	82.9199
mler 	82.9199
npopular 	82.9199
tfield ul	82.9199
uver 	82.9199
lri	82.9199
dging	82.9199
yielding 	82.9199
uhammad s	82.9199
pyright l	82.9199
zhou	82.7999
gwh one 	82.6799
uy the	82.5599
xual a	82.5599
nhard 	82.5599
ygiene 	82.4399
yzed 	82.4399
cfa franc 	82.4399
nquisit	82.4399
nherent	82.4399
gwriter an	82.4399
ufacturer 	82.4399
klan 	81.9599
jban 	81.9599
sq mi 	81.9599
kke	81.9599
nquisitio	81.9599
kyoto pro	81.9599
xcitement	81.9599
ox mbox 	81.8399
hn and 	81.7199
btain a	81.7199
hdrawal	81.7199
tgomery	81.7199
fner 	81.4799
gzeb 	81.4799
zu 	81.4799
nbu	81.4799
xce	81.4799
hways tota	81.3599
cdonal	81.3599
mcgraw hil	81.3599
vrolet 	80.9999
yuan 	80.9999
mnastics	80.9999
sgiving 	80.9999
jibullah	80.9999
xon and 	80.9999
jikistan	80.9999
mnemonic	80.9999
uou	80.9999
hnology	80.9999
nmar	80.9999
wler	80.9999
lgrimage	80.9999
bn one e	80.9999
gdom the	80.9999
nhabi	80.9999
uhammad a	80.9999
hness 	80.7599
ezuela	80.7599
jr a	80.6399
zzar	80.6399
yuri 	80.5199
aque 	80.5199
tna	80.5199
kgb 	80.2799
ux and 	80.2799
dhisattva 	80.2799
ydrauli	80.2799
jibout	80.1599
hnolog	80.1599
kyscrape	80.1599
mly estab	80.0399
xbox 	80.0399
pme	80.0399
mfort	80.0399
xcessive 	80.0399
np comple	80.0399
nwal	79.9199
dcore 	79.5599
hcare 	79.5599
wkes 	79.5599
hdad	79.5599
rqu	79.5599
pkin	79.5599
mcgill	79.5599
wton s 	79.5599
tzgeral	79.5599
djacen	79.5599
gdp ppp 	79.3199
l biology 	79.2000
si standar	79.2000
rging from	79.2000
tuation wh	79.2000
w up in th	79.2000
ipation ac	79.2000
t perhaps 	79.2000
gdp real g	79.1999
tfield ulr	79.1999
qing dynas	79.1999
aa divisio	79.1999
cdonnell d	79.1999
dwid	79.1999
btained th	79.1999
dgment of 	79.1999
gman 	79.0799
kfurt	79.0799
ajectory 	79.0799
lry betwe	79.0799
ydrogen p	79.0799
ux distri	79.0799
hbf mathb	79.0799
bwv eight	79.0799
nwide 	78.9599
jiang 	78.9599
dgwick 	78.8400
tboard 	78.8400
wberry 	78.8400
xus 	78.8399
mcca	78.8399
tford	78.5999
wth rate	78.4800
wton	78.4799
mnants o	78.4799
gth of t	78.4799
vs the	78.3600
klein 	78.3600
hbo	78.3599
dva	78.3599
tgun 	78.1200
ojan war 	78.1199
fbi agent	78.1199
tnes	78.1199
mcluhan	78.1199
fc one 	78.1199
np complet	78.1199
tfordshir	78.1199
cgraw hil	78.1199
xceptions	78.1199
lhu mytho	78.1199
sri lan	78.1199
uys 	77.7600
gdom a	77.7600
vulgar	77.7600
ijin	77.7599
ywalker 	77.6400
yruvate 	77.6400
dvds 	77.6400
bce the 	77.6399
md five 	77.6399
hborhood	77.6399
jpg imag	77.6399
djust	77.6399
dcover 	77.4000
wth	77.4000
oxidize	77.4000
tnesses	77.3999
yyavazhi 	77.1600
ajikistan	77.1600
yware 	77.1600
yron 	77.1600
hways	77.1600
lness	77.1600
xonomy	77.1600
nject	77.1599
yd george	77.1599
djacent t	77.1599
yzing the	77.1599
tnership 	77.1599
iherr von 	77.0400
nberg and 	77.0400
gmund freu	77.0400
ux a	77.0400
btained fr	77.0399
bdivision 	77.0399
ydrolysis 	77.0399
yitzhak 	76.8000
yielding	76.8000
xcept fo	76.7999
dwards 	76.6800
dtrack 	76.6800
bwv anh	76.6800
njured 	76.6800
oxic	76.6800
wde	76.6800
dwide	76.6800
dvers	76.6799
wv one 	76.6799
uhaus 	76.5600
gtime 	76.5600
bm pc 	76.5600
bj	76.5600
nju	76.4400
dt german	76.2000
dp growth	76.1999
dway music	75.9600
jr one nin	75.9600
tzroy 	75.9600
wfish 	75.9600
iuseppe 	75.9600
gdoms 	75.9600
qatar 	75.9600
jing	75.9600
lhe	75.9600
tbal	75.9600
aqua	75.9600
vladim	75.9600
wledge o	75.9600
bwv nine	75.9600
krypton 	75.9600
dvent of t	75.9599
dp composi	75.9599
dp real gr	75.9599
nways tota	75.9599
mrna 	75.7200
wyer	75.6000
tfo	75.4800
dth	75.4800
vries 	75.3600
tburo 	75.3600
dgson 	75.3600
pyleft	75.3600
xhaust	75.3600
klahom	75.3600
tfried 	75.2400
ejorative	75.2400
ezer 	75.2400
zzar 	75.2400
tdoor	75.2400
aque	75.2400
jr and 	75.2400
dp and 	75.2400
mno	75.2400
rxis	75.2400
nquis	75.2400
xceed	75.2400
xwell s	75.2400
sdictio	75.2400
cquired t	75.2400
wlinson 	75.1200
wv seven	75.1200
ez canal	75.1200
 qa	75.0000
pdf	75.0000
nba 	74.8800
vut 	74.8800
xor 	74.8800
uorescence	74.8800
xual relat	74.8800
ao te chin	74.8800
sdictions 	74.8800
hcp server	74.8800
hpiece	74.7600
tdoor 	74.7600
mland 	74.7600
yback 	74.7600
fshore	74.7600
ozoic 	74.7600
kward 	74.7600
kford 	74.7600
jian 	74.7600
mcisio	74.7600
dhesive	74.5200
iuseppe	74.5200
yday	74.5200
njectur	74.5200
zubaydah 	74.2800
nherently	74.2800
kton 	74.2800
bdsm 	74.2800
djusted 	74.2800
dvancing	74.2800
wthorne 	74.2800
klein	74.2800
dwe	74.2800
xophonist	74.2800
dp per ca	74.2800
svetaeva 	74.2800
fc champi	74.2800
ozart 	74.1600
mle	74.0400
viking age	73.8000
 mistakes 	73.8000
e backgrou	73.8000
disobedien	73.8000
s gallery 	73.8000
tics and t	73.8000
pushes the	73.8000
h meaning 	73.8000
cgwire 	73.8000
sr and 	73.8000
ydroelectr	73.8000
ydrodynami	73.8000
btropical 	73.8000
aac asimov	73.8000
lgeb	73.8000
fc ifrcs i	73.8000
wly formed	73.8000
wking 	73.5600
xxiii 	73.5600
q was 	73.5600
dvd	73.5600
uvi	73.5600
tbreak	73.5600
yrenees 	73.4400
ydra	73.4400
nman 	73.3200
rque 	73.3200
pyruvate 	73.3200
kdown of 	73.3200
nhouse ef	73.3200
dwt ships	73.3200
nques	73.3200
pnotic 	73.0800
tplace 	73.0800
klingon	73.0800
zha	73.0800
iwan	73.0800
tnershi	73.0800
njoyed	72.9600
yields	72.9600
tgrowth of	72.7200
sjunction 	72.7200
hweh	72.7200
bmitted to	72.7200
fc west on	72.7200
pyright pr	72.7200
tfordshire	72.7200
tnam war t	72.7200
nwhile the	72.7200
gth and 	72.6000
aac newt	72.6000
yroidism	72.6000
xcess of	72.6000
dp eight 	72.3600
kwh one n	72.3600
yde park 	72.3600
cworld 	72.3600
nbaker 	72.3600
dbury 	72.3600
dwater	72.3600
dgar 	72.3600
zman 	72.3600
ybe 	72.3600
gth o	72.3600
dwight 	72.3600
bn thre	72.3600
mcduck 	72.3600
xcell	72.3600
pying the	72.3600
nquered t	72.3600
dve	72.1200
hcock	71.8800
uzzle	71.8800
cj 	71.8800
yborg 	71.7600
tz the	71.7600
aalborg 	71.7600
cquarie 	71.7600
klin d r	71.7600
nm territo	71.6400
wkwind 	71.6400
ox and 	71.6400
tput	71.6400
vus 	71.6400
jin 	71.6400
nput	71.6400
fbi	71.6400
hbishop	71.6400
lgium and 	71.6400
djacent co	71.6400
ijah 	71.4000
tvi	71.4000
tforward 	71.4000
python s 	71.4000
pneumonia	71.4000
ux kernel	71.4000
ywood fil	71.4000
pyrighted	71.4000
ox and	71.1600
 qaeda	71.1600
sville	71.1600
hnic g	71.1600
hweh is 	70.9200
hwin 	70.9200
fc east	70.9200
mless	70.9200
pkins	70.9200
aqueous 	70.9200
ejudice 	70.9200
nherite	70.9200
aquatic	70.9200
dgmen	70.9200
rzenegge	70.9200
xual activ	70.5600
bn battuta	70.5600
tz one nin	70.5600
hward 	70.5600
cp ip 	70.5600
zurich	70.5600
hbo 	70.5600
svg 	70.5600
yhound	70.5600
q two 	70.5600
nmost poin	70.5600
ydroxyl gr	70.5600
dvd relea	70.4400
lgrimage 	70.4400
jikistan 	70.4400
ktionary 	70.4400
nquered b	70.4400
wv anh on	70.4400
pyright a	70.4400
bf mathbf	70.4400
nhouse ga	70.4399
aachen 	70.2000
ijuana 	70.2000
hsonian 	70.0800
gdeburg 	70.0800
ox chris	70.0800
hboring 	70.0800
sdom of 	70.0800
pg image	70.0800
yields a	70.0800
nhouse	69.9600
pments	69.9600
hbard 	69.9600
qrt	69.9600
nhe	69.9600
vulner	69.9600
px image c	69.4800
dth four z	69.4800
gdp growt	69.4800
sdemeanor	69.4800
zx spectr	69.4800
yrup 	69.4800
hnny	69.4800
tp www 	69.4800
rze	69.4800
pdate	69.4800
xon valdez	69.4800
dherence t	69.4800
klands war	69.4800
wv anh one	69.4800
zmann dist	69.4800
 q r s t 	69.4800
djacent c	69.4800
gby union	69.4800
hnic gr	69.4800
oxidati	69.4800
xvi	69.2400
kthrough	69.2400
xonmobil	69.2400
mccartne	69.2400
tforward	69.2400
sgroups 	69.2400
dhere to	69.2400
xcept th	69.2400
kfor	69.1200
uvre	69.1200
dback	69.0000
njami	69.0000
lnius 	68.7600
nbach 	68.7600
gford 	68.7600
xness 	68.7600
nz and 	68.7600
wth of 	68.7600
hn b	68.7600
hwester	68.7600
fmann	68.5200
nway 	68.5200
lgol 	68.5200
hcal 	68.5200
fm radio 	68.5200
wder and 	68.5200
mckellen 	68.5200
gdom the 	68.5200
nquering 	68.5200
gwh two z	68.5200
ufacturin	68.5200
dp compos	68.5200
ly about t	68.4000
long after	68.4000
ester and 	68.4000
nvolves th	68.4000
sifiabilit	68.4000
f personal	68.4000
wto member	68.4000
zzo sopran	68.4000
python and	68.4000
aquacultur	68.4000
xhaustive 	68.4000
sr one nin	68.4000
xford oxfo	68.4000
ybdenum 	68.4000
dvertent	68.4000
bwv one 	68.4000
mfortabl	68.4000
npowder 	68.4000
ejection	68.4000
fstadter	68.4000
aos	68.2800
nhagen	68.1600
ujarat	68.1600
sgroup	68.1600
yhedra 	68.0400
pying a	68.0400
dhe	67.8000
ydia	67.6800
wley	67.6800
ozen	67.6800
xcel	67.6800
jimm	67.6800
xhibited 	67.5600
cpherson 	67.5600
uomintang	67.5600
wto membe	67.5600
wtonian 	67.5600
q which 	67.5600
tphalia 	67.5600
kfast 	67.5600
ygamy 	67.5600
bwehr 	67.5600
wloon 	67.5600
ygens 	67.5600
zygote	67.5600
nze ag	67.5600
krupt	67.5600
svetaeva	67.5600
uorescen	67.5600
ejorativ	67.5600
ywher	67.5600
lgium and	67.5600
mnants of	67.5600
dwellings	67.5600
xcavation	67.5600
bgroup of	67.5600
bjunctive 	67.3200
zymes that	67.3200
xon chroni	67.3200
hhochschul	67.3200
aoping 	67.3200
hplace 	67.3200
uflage 	67.3200
wth in 	67.3200
ujiwara	67.3200
dja	67.3200
hwest a	67.3200
uomintang 	67.3200
hnah 	67.0800
dvise	67.0800
png	67.0800
pyram	67.0800
mwood 	66.9600
hback 	66.9600
mcduck	66.9600
bwv 	66.9600
pyramids	66.7200
pying th	66.7200
oquially	66.7200
ozens of	66.7200
bf mathb	66.7200
bduction 	66.6000
lnutritio	66.6000
dcliffe	66.6000
nhagen 	66.6000
wly a	66.6000
gfoot	66.6000
ezuel	66.6000
gdp compo	66.6000
tbreak of	66.6000
cdonnell 	66.6000
dvocating	66.6000
yd wright	66.6000
cquired a	66.6000
ydrogen i	66.6000
hnolo	66.6000
uxembou	66.6000
bviousl	66.6000
pgrade	66.3600
yzing 	66.3600
mless 	66.3600
nbo	66.3600
aquari	66.3600
wly indepe	66.2400
xb two fiv	66.2400
wful	66.2400
fman	66.2400
oza 	66.2400
nprecedent	66.2400
cques derr	66.2400
tzer prize	66.2400
cques laca	66.2400
wth of the	66.2400
yday life 	66.2400
hnologies 	66.2400
hday 	66.1200
oxer 	66.1200
nzibar 	65.8800
xurious 	65.8800
xhibited	65.8800
lnshire 	65.8800
gman	65.8800
xy and 	65.8800
yiddish	65.8800
wv nine	65.8800
kyrgyzs	65.8800
ezing 	65.7600
lwell 	65.7600
uzuki 	65.7600
dfish 	65.7600
zhang 	65.7600
dbook 	65.7600
njunct	65.7600
yzantium 	65.6400
njoyment 	65.6400
xon s	65.6400
q t	65.6400
kg	65.6400
dgin	65.5200
gmat	65.5200
ydrochlori	65.1600
nhattan pr	65.1600
ao year tw	65.1600
tform for 	65.1600
bm seven z	65.1600
nzodiazepi	65.1600
fc barcelo	65.1600
gdynia 	65.1600
sdale	65.1600
nxiety	65.1600
ydn s 	65.1600
dvent 	65.1600
ejecti	65.1600
tnames	65.1600
njugat	65.1600
tnam w	65.1600
xclud	65.1600
bwv anh on	65.1600
nwealth of	65.1600
yzantines 	65.1600
aaliyah 	65.0400
mcmahon 	65.0400
tzsche a	65.0400
pneumoni	65.0400
gdp per 	65.0400
hnologue	65.0400
pv four 	65.0400
btaining	65.0400
uzbekist	65.0400
ydn	64.9200
ox a	64.8000
dhar	64.8000
yrdom of 	64.6800
sruption 	64.6800
mccartney	64.6800
njamin fr	64.6800
vulne	64.6800
uyers 	64.5600
pward 	64.5600
uzzle 	64.5600
hdrew 	64.5600
mclean 	64.4400
tbreak 	64.4400
oqui	64.4400
ajesty 	64.4400
rzegovi	64.4400
fc cent	64.4400
kwh one 	64.2000
oximity 	64.2000
aac asim	64.2000
mckellen	64.2000
nh three	64.2000
kward	64.2000
dject	64.2000
zz aldrin 	64.0800
pdp one on	64.0800
fda approv	64.0800
dwig wittg	64.0800
mccarthy a	64.0800
pying the 	64.0800
wton s law	64.0800
dp purchas	64.0800
kwise 	63.9600
tforms	63.9600
nheim 	63.9600
wless 	63.9600
oze	63.9600
kgroun	63.9600
fc three 	63.7200
kmen 	63.7200
kley 	63.7200
czynski	63.7200
ji and 	63.7200
xceeding 	63.7200
bcontinen	63.7200
ijan and 	63.7200
xford oxf	63.7200
mcclellan	63.7200
klux klan	63.7200
bmitted t	63.7200
cmillan	63.7200
xford a	63.7200
lgebrai	63.7200
cze	63.4800
cquainta	63.3600
bkhazia 	63.3600
gmatism 	63.3600
ezuelan 	63.3600
ezuma 	63.3600
hwin	63.3600
nwar	63.3600
gwood 	63.3600
dwidth	63.3600
ozambiqu	63.3600
dvoc	63.3600
vsk	63.2400
 painted i	63.0000
 heights o	63.0000
ljubljana 	63.0000
r success 	63.0000
vincial go	63.0000
 as they a	63.0000
grew out o	63.0000
cabulary t	63.0000
xation by 	63.0000
gh one nin	63.0000
german lan	63.0000
x day war 	63.0000
bce the	63.0000
vulgar 	63.0000
nberra 	63.0000
xcited 	63.0000
wker sidde	63.0000
xygen and 	63.0000
xual inter	63.0000
mctaggart 	63.0000
djectival 	63.0000
pkins univ	63.0000
aastricht 	63.0000
hplace of 	63.0000
gby footba	63.0000
pbel	63.0000
dvi	63.0000
wled	63.0000
ox chur	63.0000
xophone	63.0000
hsonian	63.0000
oquial 	63.0000
yukon 	62.7600
ztecs 	62.7600
mzowitsch	62.7600
jihad is 	62.7600
